区分,種類,対象,時間軸(年次),管区警察局,/認知・検挙件数・検挙人員,認知件数【件】,検挙件数【件】,検挙率【%】,検挙人員【人】
重要窃盗犯,すり,,2015年,福岡県,,128,42,32.8,31
重要窃盗犯,すり,,2015年,佐賀県,,0,0,0,0
重要窃盗犯,すり,,2015年,長崎県,,4,3,75,4
重要窃盗犯,すり,,2015年,熊本県,,22,19,86.4,19
重要窃盗犯,すり,,2015年,大分県,,3,2,66.7,2
重要窃盗犯,すり,,2015年,宮崎県,,5,0,0,0
重要窃盗犯,すり,,2015年,鹿児島県,,17,9,52.9,9
重要窃盗犯,すり,,2015年,沖縄県,,31,25,80.6,29
重要窃盗犯,すり,,2014年,全国,,"4,617","1,126",24.4,672
重要窃盗犯,すり,,2014年,北海道,,50,33,66,20
重要窃盗犯,すり,,2014年,札幌方面,,46,24,52.2,14
重要窃盗犯,すり,,2014年,函館方面,,2,3,150,3
重要窃盗犯,すり,,2014年,旭川方面,,2,6,300,3
重要窃盗犯,すり,,2014年,釧路方面,,0,0,-,0
重要窃盗犯,すり,,2014年,北見方面,,0,0,-,0
重要窃盗犯,すり,,2014年,東北管区,,60,31,51.7,19
重要窃盗犯,すり,,2014年,青森県,,7,4,57.1,4
重要窃盗犯,すり,,2014年,岩手県,,6,1,16.7,1
重要窃盗犯,すり,,2014年,宮城県,,41,21,51.2,11
重要窃盗犯,すり,,2014年,秋田県,,3,3,100,1
重要窃盗犯,すり,,2014年,山形県,,0,1,-,1
重要窃盗犯,すり,,2014年,福島県,,3,1,33.3,1
重要窃盗犯,すり,,2014年,東京都,,"2,192",341,15.6,168
重要窃盗犯,すり,,2014年,関東管区,,612,273,44.6,133
重要窃盗犯,すり,,2014年,茨城県,,57,6,10.5,3
重要窃盗犯,すり,,2014年,栃木県,,9,1,11.1,2
重要窃盗犯,すり,,2014年,群馬県,,15,11,73.3,2
重要窃盗犯,すり,,2014年,埼玉県,,143,83,58,44
重要窃盗犯,すり,,2014年,千葉県,,198,77,38.9,33
重要窃盗犯,すり,,2014年,神奈川県,,153,84,54.9,38
重要窃盗犯,すり,,2014年,新潟県,,18,2,11.1,2
重要窃盗犯,すり,,2014年,山梨県,,1,1,100,1
重要窃盗犯,すり,,2014年,長野県,,6,1,16.7,0
重要窃盗犯,すり,,2014年,静岡県,,12,7,58.3,8
重要窃盗犯,すり,,2014年,中部管区,,284,74,26.1,30
重要窃盗犯,すり,,2014年,富山県,,19,1,5.3,1
重要窃盗犯,すり,,2014年,石川県,,30,15,50,5
重要窃盗犯,すり,,2014年,福井県,,9,15,166.7,3
重要窃盗犯,すり,,2014年,岐阜県,,42,8,19,3
重要窃盗犯,すり,,2014年,愛知県,,172,24,14,16
重要窃盗犯,すり,,2014年,三重県,,12,11,91.7,2
重要窃盗犯,すり,,2014年,近畿管区,,"1,086",225,20.7,189
重要窃盗犯,すり,,2014年,滋賀県,,13,8,61.5,3
重要窃盗犯,すり,,2014年,京都府,,54,32,59.3,23
重要窃盗犯,すり,,2014年,大阪府,,875,128,14.6,116
重要窃盗犯,すり,,2014年,兵庫県,,116,37,31.9,31
重要窃盗犯,すり,,2014年,奈良県,,16,9,56.3,7
重要窃盗犯,すり,,2014年,和歌山県,,12,11,91.7,9
重要窃盗犯,すり,,2014年,中国管区,,68,32,47.1,31
重要窃盗犯,すり,,2014年,鳥取県,,1,1,100,0
重要窃盗犯,すり,,2014年,島根県,,8,4,50,3
重要窃盗犯,すり,,2014年,岡山県,,8,2,25,4
重要窃盗犯,すり,,2014年,広島県,,44,17,38.6,19
重要窃盗犯,すり,,2014年,山口県,,7,8,114.3,5
重要窃盗犯,すり,,2014年,四国管区,,49,31,63.3,17
重要窃盗犯,すり,,2014年,徳島県,,4,1,25,0
重要窃盗犯,すり,,2014年,香川県,,19,13,68.4,6
重要窃盗犯,すり,,2014年,愛媛県,,23,15,65.2,9
重要窃盗犯,すり,,2014年,高知県,,3,2,66.7,2
重要窃盗犯,すり,,2014年,九州管区,,216,86,39.8,65
重要窃盗犯,すり,,2014年,福岡県,,142,42,29.6,22
重要窃盗犯,すり,,2014年,佐賀県,,4,0,0,0
重要窃盗犯,すり,,2014年,長崎県,,7,2,28.6,2
重要窃盗犯,すり,,2014年,熊本県,,19,10,52.6,14
重要窃盗犯,すり,,2014年,大分県,,4,7,175,5
重要窃盗犯,すり,,2014年,宮崎県,,4,0,0,0
重要窃盗犯,すり,,2014年,鹿児島県,,15,15,100,10
重要窃盗犯,すり,,2014年,沖縄県,,21,10,47.6,12
重要窃盗犯,すり,,2013年,全国,,"5,508","1,564",28.4,765
重要窃盗犯,すり,,2013年,北海道,,42,24,57.1,17
重要窃盗犯,すり,,2013年,札幌方面,,28,17,60.7,13
重要窃盗犯,すり,,2013年,函館方面,,3,2,66.7,1
重要窃盗犯,すり,,2013年,旭川方面,,7,1,14.3,0
重要窃盗犯,すり,,2013年,釧路方面,,3,3,100,3
重要窃盗犯,すり,,2013年,北見方面,,1,1,100,0
重要窃盗犯,すり,,2013年,東北管区,,77,33,42.9,20
重要窃盗犯,すり,,2013年,青森県,,10,7,70,5
重要窃盗犯,すり,,2013年,岩手県,,4,3,75,2
重要窃盗犯,すり,,2013年,宮城県,,40,10,25,6
重要窃盗犯,すり,,2013年,秋田県,,11,9,81.8,3
重要窃盗犯,すり,,2013年,山形県,,6,2,33.3,4
重要窃盗犯,すり,,2013年,福島県,,6,2,33.3,0
重要窃盗犯,すり,,2013年,東京都,,"2,737",489,17.9,182
重要窃盗犯,すり,,2013年,関東管区,,797,413,51.8,141
重要窃盗犯,すり,,2013年,茨城県,,59,6,10.2,7
重要窃盗犯,すり,,2013年,栃木県,,25,17,68,5
重要窃盗犯,すり,,2013年,群馬県,,21,18,85.7,8
重要窃盗犯,すり,,2013年,埼玉県,,122,73,59.8,33
重要窃盗犯,すり,,2013年,千葉県,,259,133,51.4,21
重要窃盗犯,すり,,2013年,神奈川県,,246,148,60.2,55
重要窃盗犯,すり,,2013年,新潟県,,14,4,28.6,1
重要窃盗犯,すり,,2013年,山梨県,,3,0,0,0
重要窃盗犯,すり,,2013年,長野県,,25,5,20,3
重要窃盗犯,すり,,2013年,静岡県,,23,9,39.1,8
重要窃盗犯,すり,,2013年,中部管区,,330,64,19.4,32
重要窃盗犯,すり,,2013年,富山県,,16,3,18.8,4
重要窃盗犯,すり,,2013年,石川県,,13,7,53.8,5
重要窃盗犯,すり,,2013年,福井県,,9,5,55.6,4
重要窃盗犯,すり,,2013年,岐阜県,,40,5,12.5,7
重要窃盗犯,すり,,2013年,愛知県,,239,40,16.7,10
重要窃盗犯,すり,,2013年,三重県,,13,4,30.8,2
重要窃盗犯,すり,,2013年,近畿管区,,"1,115",335,30,229
重要窃盗犯,すり,,2013年,滋賀県,,37,4,10.8,2
重要窃盗犯,すり,,2013年,京都府,,68,13,19.1,10
重要窃盗犯,すり,,2013年,大阪府,,780,166,21.3,152
重要窃盗犯,すり,,2013年,兵庫県,,150,66,44,38
重要窃盗犯,すり,,2013年,奈良県,,8,3,37.5,2
重要窃盗犯,すり,,2013年,和歌山県,,72,83,115.3,25
重要窃盗犯,すり,,2013年,中国管区,,82,45,54.9,38
重要窃盗犯,すり,,2013年,鳥取県,,2,2,100,3
重要窃盗犯,すり,,2013年,島根県,,3,5,166.7,1
重要窃盗犯,すり,,2013年,岡山県,,9,4,44.4,3
重要窃盗犯,すり,,2013年,広島県,,53,23,43.4,22
重要窃盗犯,すり,,2013年,山口県,,15,11,73.3,9
重要窃盗犯,すり,,2013年,四国管区,,64,36,56.3,28
重要窃盗犯,すり,,2013年,徳島県,,9,4,44.4,1
重要窃盗犯,すり,,2013年,香川県,,16,6,37.5,3
重要窃盗犯,すり,,2013年,愛媛県,,24,17,70.8,16
重要窃盗犯,すり,,2013年,高知県,,15,9,60,8
重要窃盗犯,すり,,2013年,九州管区,,264,125,47.3,78
重要窃盗犯,すり,,2013年,福岡県,,158,42,26.6,25
重要窃盗犯,すり,,2013年,佐賀県,,6,3,50,3
重要窃盗犯,すり,,2013年,長崎県,,11,3,27.3,2
重要窃盗犯,すり,,2013年,熊本県,,35,21,60,12
重要窃盗犯,すり,,2013年,大分県,,6,5,83.3,4
重要窃盗犯,すり,,2013年,宮崎県,,6,20,333.3,2
重要窃盗犯,すり,,2013年,鹿児島県,,13,7,53.8,7
重要窃盗犯,すり,,2013年,沖縄県,,29,24,82.8,23
重要窃盗犯,すり,,2012年,全国,,"5,475","1,378",25.2,838
重要窃盗犯,すり,,2012年,北海道,,35,23,65.7,17
重要窃盗犯,すり,,2012年,札幌方面,,27,15,55.6,12
重要窃盗犯,すり,,2012年,函館方面,,6,6,100,4
重要窃盗犯,すり,,2012年,旭川方面,,1,0,0,0
重要窃盗犯,すり,,2012年,釧路方面,,0,0,0,0
重要窃盗犯,すり,,2012年,北見方面,,1,2,200,1
重要窃盗犯,すり,,2012年,東北管区,,103,38,36.9,26
重要窃盗犯,すり,,2012年,青森県,,12,6,50,6
重要窃盗犯,すり,,2012年,岩手県,,11,3,27.3,3
重要窃盗犯,すり,,2012年,宮城県,,72,25,34.7,12
重要窃盗犯,すり,,2012年,秋田県,,1,0,0,0
重要窃盗犯,すり,,2012年,山形県,,3,3,100,4
重要窃盗犯,すり,,2012年,福島県,,4,1,25,1
重要窃盗犯,すり,,2012年,東京都,,"2,760",364,13.2,188
重要窃盗犯,すり,,2012年,関東管区,,642,272,42.4,139
重要窃盗犯,すり,,2012年,茨城県,,34,2,5.9,1
重要窃盗犯,すり,,2012年,栃木県,,11,1,9.1,0
重要窃盗犯,すり,,2012年,群馬県,,14,10,71.4,3
重要窃盗犯,すり,,2012年,埼玉県,,99,59,59.6,40
重要窃盗犯,すり,,2012年,千葉県,,259,115,44.4,32
重要窃盗犯,すり,,2012年,神奈川県,,148,65,43.9,54
重要窃盗犯,すり,,2012年,新潟県,,17,3,17.6,2
重要窃盗犯,すり,,2012年,山梨県,,6,4,66.7,3
重要窃盗犯,すり,,2012年,長野県,,29,4,13.8,1
重要窃盗犯,すり,,2012年,静岡県,,25,9,36,3
重要窃盗犯,すり,,2012年,中部管区,,256,104,40.6,35
重要窃盗犯,すり,,2012年,富山県,,8,2,25,1
重要窃盗犯,すり,,2012年,石川県,,19,9,47.4,9
重要窃盗犯,すり,,2012年,福井県,,12,5,41.7,4
重要窃盗犯,すり,,2012年,岐阜県,,33,7,21.2,5
重要窃盗犯,すり,,2012年,愛知県,,175,80,45.7,16
重要窃盗犯,すり,,2012年,三重県,,9,1,11.1,0
重要窃盗犯,すり,,2012年,近畿管区,,"1,167",336,28.8,298
重要窃盗犯,すり,,2012年,滋賀県,,16,5,31.3,4
重要窃盗犯,すり,,2012年,京都府,,99,46,46.5,25
重要窃盗犯,すり,,2012年,大阪府,,809,198,24.5,184
重要窃盗犯,すり,,2012年,兵庫県,,200,60,30,59
重要窃盗犯,すり,,2012年,奈良県,,12,6,50,6
重要窃盗犯,すり,,2012年,和歌山県,,31,21,67.7,20
重要窃盗犯,すり,,2012年,中国管区,,106,57,53.8,20
重要窃盗犯,すり,,2012年,鳥取県,,3,3,100,2
重要窃盗犯,すり,,2012年,島根県,,31,29,93.5,2
重要窃盗犯,すり,,2012年,岡山県,,13,4,30.8,2
重要窃盗犯,すり,,2012年,広島県,,53,15,28.3,10
重要窃盗犯,すり,,2012年,山口県,,6,6,100,4
重要窃盗犯,すり,,2012年,四国管区,,108,45,41.7,30
重要窃盗犯,すり,,2012年,徳島県,,6,0,0,0
重要窃盗犯,すり,,2012年,香川県,,37,6,16.2,4
重要窃盗犯,すり,,2012年,愛媛県,,47,30,63.8,21
重要窃盗犯,すり,,2012年,高知県,,18,9,50,5
重要窃盗犯,すり,,2012年,九州管区,,298,139,46.6,85
重要窃盗犯,すり,,2012年,福岡県,,187,79,42.2,29
重要窃盗犯,すり,,2012年,佐賀県,,4,1,25,1
重要窃盗犯,すり,,2012年,長崎県,,10,4,40,3
重要窃盗犯,すり,,2012年,熊本県,,34,18,52.9,12
重要窃盗犯,すり,,2012年,大分県,,10,6,60,5
重要窃盗犯,すり,,2012年,宮崎県,,14,6,42.9,0
重要窃盗犯,すり,,2012年,鹿児島県,,14,8,57.1,8
重要窃盗犯,すり,,2012年,沖縄県,,25,17,68,27
重要窃盗犯,すり,,2011年,全国,,"5,540","1,390",25.1,846
重要窃盗犯,すり,,2011年,北海道,,32,15,46.9,12
重要窃盗犯,すり,,2011年,札幌方面,,27,11,40.7,7
重要窃盗犯,すり,,2011年,函館方面,,2,0,0,0
重要窃盗犯,すり,,2011年,旭川方面,,0,1,0,1
重要窃盗犯,すり,,2011年,釧路方面,,1,2,200,3
重要窃盗犯,すり,,2011年,北見方面,,2,1,50,1
重要窃盗犯,すり,,2011年,東北管区,,91,35,38.5,30
重要窃盗犯,すり,,2011年,青森県,,7,5,71.4,5
重要窃盗犯,すり,,2011年,岩手県,,11,9,81.8,6
重要窃盗犯,すり,,2011年,宮城県,,56,11,19.6,11
重要窃盗犯,すり,,2011年,秋田県,,8,6,75,5
重要窃盗犯,すり,,2011年,山形県,,3,1,33.3,1
重要窃盗犯,すり,,2011年,福島県,,6,3,50,2
重要窃盗犯,すり,,2011年,東京都,,"2,836",369,13,161
重要窃盗犯,すり,,2011年,関東管区,,639,273,42.7,161
重要窃盗犯,すり,,2011年,茨城県,,48,11,22.9,3
重要窃盗犯,すり,,2011年,栃木県,,26,12,46.2,4
重要窃盗犯,すり,,2011年,群馬県,,8,4,50,3
重要窃盗犯,すり,,2011年,埼玉県,,162,73,45.1,51
重要窃盗犯,すり,,2011年,千葉県,,187,49,26.2,27
重要窃盗犯,すり,,2011年,神奈川県,,117,66,56.4,45
重要窃盗犯,すり,,2011年,新潟県,,19,7,36.8,8
重要窃盗犯,すり,,2011年,山梨県,,4,1,25,1
重要窃盗犯,すり,,2011年,長野県,,32,21,65.6,2
重要窃盗犯,すり,,2011年,静岡県,,36,29,80.6,17
重要窃盗犯,すり,,2011年,中部管区,,370,86,23.2,27
重要窃盗犯,すり,,2011年,富山県,,14,4,28.6,4
重要窃盗犯,すり,,2011年,石川県,,50,30,60,4
重要窃盗犯,すり,,2011年,福井県,,8,3,37.5,4
重要窃盗犯,すり,,2011年,岐阜県,,40,1,2.5,0
重要窃盗犯,すり,,2011年,愛知県,,229,45,19.7,12
重要窃盗犯,すり,,2011年,三重県,,29,3,10.3,3
重要窃盗犯,すり,,2011年,近畿管区,,"1,154",393,34.1,324
重要窃盗犯,すり,,2011年,滋賀県,,13,5,38.5,4
重要窃盗犯,すり,,2011年,京都府,,70,56,80,23
重要窃盗犯,すり,,2011年,大阪府,,847,231,27.3,218
重要窃盗犯,すり,,2011年,兵庫県,,169,70,41.4,59
重要窃盗犯,すり,,2011年,奈良県,,11,4,36.4,2
重要窃盗犯,すり,,2011年,和歌山県,,44,27,61.4,18
重要窃盗犯,すり,,2011年,中国管区,,71,25,35.2,27
重要窃盗犯,すり,,2011年,鳥取県,,0,0,0,0
重要窃盗犯,すり,,2011年,島根県,,6,2,33.3,2
重要窃盗犯,すり,,2011年,岡山県,,7,3,42.9,3
重要窃盗犯,すり,,2011年,広島県,,42,8,19,8
重要窃盗犯,すり,,2011年,山口県,,16,12,75,14
重要窃盗犯,すり,,2011年,四国管区,,90,68,75.6,35
重要窃盗犯,すり,,2011年,徳島県,,3,0,0,0
重要窃盗犯,すり,,2011年,香川県,,35,36,102.9,3
重要窃盗犯,すり,,2011年,愛媛県,,44,28,63.6,27
重要窃盗犯,すり,,2011年,高知県,,8,4,50,5
重要窃盗犯,すり,,2011年,九州管区,,257,126,49,69
重要窃盗犯,すり,,2011年,福岡県,,150,85,56.7,29
重要窃盗犯,すり,,2011年,佐賀県,,3,2,66.7,0
重要窃盗犯,すり,,2011年,長崎県,,9,3,33.3,1
重要窃盗犯,すり,,2011年,熊本県,,22,8,36.4,7
重要窃盗犯,すり,,2011年,大分県,,7,4,57.1,5
重要窃盗犯,すり,,2011年,宮崎県,,35,6,17.1,6
重要窃盗犯,すり,,2011年,鹿児島県,,10,4,40,5
重要窃盗犯,すり,,2011年,沖縄県,,21,14,66.7,16
重要窃盗犯,すり,,2010年,全国,,"6,261","1,533",24.5,923
重要窃盗犯,すり,,2010年,北海道,,72,47,65.3,30
重要窃盗犯,すり,,2010年,札幌方面,,56,33,58.9,21
重要窃盗犯,すり,,2010年,函館方面,,2,1,50,1
重要窃盗犯,すり,,2010年,旭川方面,,10,10,100,6
重要窃盗犯,すり,,2010年,釧路方面,,3,2,66.7,2
重要窃盗犯,すり,,2010年,北見方面,,1,1,100,0
重要窃盗犯,すり,,2010年,東北管区,,104,37,35.6,24
重要窃盗犯,すり,,2010年,青森県,,11,4,36.4,6
重要窃盗犯,すり,,2010年,岩手県,,5,1,20,1
重要窃盗犯,すり,,2010年,宮城県,,68,22,32.4,7
重要窃盗犯,すり,,2010年,秋田県,,5,4,80,3
重要窃盗犯,すり,,2010年,山形県,,4,3,75,2
重要窃盗犯,すり,,2010年,福島県,,11,3,27.3,5
重要窃盗犯,すり,,2010年,東京都,,"3,059",289,9.4,215
重要窃盗犯,すり,,2010年,関東管区,,769,341,44.3,165
重要窃盗犯,すり,,2010年,茨城県,,38,7,18.4,4
重要窃盗犯,すり,,2010年,栃木県,,40,16,40,6
重要窃盗犯,すり,,2010年,群馬県,,23,9,39.1,7
重要窃盗犯,すり,,2010年,埼玉県,,193,75,38.9,45
重要窃盗犯,すり,,2010年,千葉県,,245,131,53.5,26
重要窃盗犯,すり,,2010年,神奈川県,,117,50,42.7,45
重要窃盗犯,すり,,2010年,新潟県,,30,26,86.7,8
重要窃盗犯,すり,,2010年,山梨県,,8,2,25,0
重要窃盗犯,すり,,2010年,長野県,,26,3,11.5,2
重要窃盗犯,すり,,2010年,静岡県,,49,22,44.9,22
重要窃盗犯,すり,,2010年,中部管区,,349,149,42.7,34
重要窃盗犯,すり,,2010年,富山県,,16,6,37.5,3
重要窃盗犯,すり,,2010年,石川県,,21,12,57.1,6
重要窃盗犯,すり,,2010年,福井県,,17,4,23.5,2
重要窃盗犯,すり,,2010年,岐阜県,,43,7,16.3,4
重要窃盗犯,すり,,2010年,愛知県,,233,117,50.2,17
重要窃盗犯,すり,,2010年,三重県,,19,3,15.8,2
重要窃盗犯,すり,,2010年,近畿管区,,"1,339",350,26.1,311
重要窃盗犯,すり,,2010年,滋賀県,,14,9,64.3,4
重要窃盗犯,すり,,2010年,京都府,,102,49,48,41
重要窃盗犯,すり,,2010年,大阪府,,977,179,18.3,184
重要窃盗犯,すり,,2010年,兵庫県,,189,73,38.6,53
重要窃盗犯,すり,,2010年,奈良県,,17,7,41.2,1
重要窃盗犯,すり,,2010年,和歌山県,,40,33,82.5,28
重要窃盗犯,すり,,2010年,中国管区,,118,38,32.2,30
重要窃盗犯,すり,,2010年,鳥取県,,2,2,100,3
重要窃盗犯,すり,,2010年,島根県,,4,2,50,1
重要窃盗犯,すり,,2010年,岡山県,,35,9,25.7,7
重要窃盗犯,すり,,2010年,広島県,,53,17,32.1,10
重要窃盗犯,すり,,2010年,山口県,,24,8,33.3,9
重要窃盗犯,すり,,2010年,四国管区,,187,149,79.7,44
重要窃盗犯,すり,,2010年,徳島県,,8,1,12.5,1
重要窃盗犯,すり,,2010年,香川県,,32,7,21.9,5
重要窃盗犯,すり,,2010年,愛媛県,,105,79,75.2,28
重要窃盗犯,すり,,2010年,高知県,,42,62,147.6,10
重要窃盗犯,すり,,2010年,九州管区,,264,133,50.4,70
重要窃盗犯,すり,,2010年,福岡県,,167,86,51.5,26
重要窃盗犯,すり,,2010年,佐賀県,,3,2,66.7,1
重要窃盗犯,すり,,2010年,長崎県,,11,5,45.5,1
重要窃盗犯,すり,,2010年,熊本県,,22,10,45.5,10
重要窃盗犯,すり,,2010年,大分県,,4,3,75,2
重要窃盗犯,すり,,2010年,宮崎県,,14,3,21.4,2
重要窃盗犯,すり,,2010年,鹿児島県,,20,11,55,9
重要窃盗犯,すり,,2010年,沖縄県,,23,13,56.5,19
重要窃盗犯,すり,,2009年,全国,,"7,253","1,977",27.3,824
重要窃盗犯,すり,,2009年,北海道,,130,119,91.5,39
重要窃盗犯,すり,,2009年,札幌方面,,77,81,105.2,22
重要窃盗犯,すり,,2009年,函館方面,,9,4,44.4,3
重要窃盗犯,すり,,2009年,旭川方面,,35,27,77.1,6
重要窃盗犯,すり,,2009年,釧路方面,,5,4,80,5
重要窃盗犯,すり,,2009年,北見方面,,4,3,75,3
重要窃盗犯,すり,,2009年,東北管区,,136,35,25.7,20
重要窃盗犯,すり,,2009年,青森県,,17,7,41.2,5
重要窃盗犯,すり,,2009年,岩手県,,9,4,44.4,4
重要窃盗犯,すり,,2009年,宮城県,,90,20,22.2,8
重要窃盗犯,すり,,2009年,秋田県,,5,3,60,1
重要窃盗犯,すり,,2009年,山形県,,4,1,25,2
重要窃盗犯,すり,,2009年,福島県,,11,0,0,0
重要窃盗犯,すり,,2009年,東京都,,"3,517",682,19.4,215
重要窃盗犯,すり,,2009年,関東管区,,"1,017",460,45.2,138
重要窃盗犯,すり,,2009年,茨城県,,83,27,32.5,5
重要窃盗犯,すり,,2009年,栃木県,,26,4,15.4,2
重要窃盗犯,すり,,2009年,群馬県,,33,2,6.1,2
重要窃盗犯,すり,,2009年,埼玉県,,269,142,52.8,34
重要窃盗犯,すり,,2009年,千葉県,,297,136,45.8,26
重要窃盗犯,すり,,2009年,神奈川県,,158,68,43,51
重要窃盗犯,すり,,2009年,新潟県,,38,11,28.9,8
重要窃盗犯,すり,,2009年,山梨県,,8,2,25,2
重要窃盗犯,すり,,2009年,長野県,,52,9,17.3,1
重要窃盗犯,すり,,2009年,静岡県,,53,59,111.3,7
重要窃盗犯,すり,,2009年,中部管区,,466,96,20.6,37
重要窃盗犯,すり,,2009年,富山県,,26,4,15.4,2
重要窃盗犯,すり,,2009年,石川県,,36,11,30.6,2
重要窃盗犯,すり,,2009年,福井県,,15,9,60,7
重要窃盗犯,すり,,2009年,岐阜県,,55,5,9.1,3
重要窃盗犯,すり,,2009年,愛知県,,307,61,19.9,20
重要窃盗犯,すり,,2009年,三重県,,27,6,22.2,3
重要窃盗犯,すり,,2009年,近畿管区,,"1,445",386,26.7,259
重要窃盗犯,すり,,2009年,滋賀県,,36,12,33.3,5
重要窃盗犯,すり,,2009年,京都府,,86,55,64,27
重要窃盗犯,すり,,2009年,大阪府,,"1,058",237,22.4,165
重要窃盗犯,すり,,2009年,兵庫県,,190,54,28.4,35
重要窃盗犯,すり,,2009年,奈良県,,28,4,14.3,4
重要窃盗犯,すり,,2009年,和歌山県,,47,24,51.1,23
重要窃盗犯,すり,,2009年,中国管区,,133,23,17.3,18
重要窃盗犯,すり,,2009年,鳥取県,,0,0,0,0
重要窃盗犯,すり,,2009年,島根県,,1,0,0,0
重要窃盗犯,すり,,2009年,岡山県,,42,6,14.3,2
重要窃盗犯,すり,,2009年,広島県,,57,10,17.5,8
重要窃盗犯,すり,,2009年,山口県,,33,7,21.2,8
重要窃盗犯,すり,,2009年,四国管区,,161,84,52.2,31
重要窃盗犯,すり,,2009年,徳島県,,6,0,0,0
重要窃盗犯,すり,,2009年,香川県,,20,5,25,3
重要窃盗犯,すり,,2009年,愛媛県,,92,69,75,21
重要窃盗犯,すり,,2009年,高知県,,43,10,23.3,7
重要窃盗犯,すり,,2009年,九州管区,,248,92,37.1,67
重要窃盗犯,すり,,2009年,福岡県,,150,48,32,28
重要窃盗犯,すり,,2009年,佐賀県,,4,1,25,1
重要窃盗犯,すり,,2009年,長崎県,,13,1,7.7,1
重要窃盗犯,すり,,2009年,熊本県,,19,7,36.8,5
重要窃盗犯,すり,,2009年,大分県,,15,12,80,8
重要窃盗犯,すり,,2009年,宮崎県,,9,3,33.3,3
重要窃盗犯,すり,,2009年,鹿児島県,,17,8,47.1,6
重要窃盗犯,すり,,2009年,沖縄県,,21,12,57.1,15
重要窃盗犯,すり,,2008年,全国,,"8,427","1,762",20.9,897
重要窃盗犯,すり,,2008年,北海道,,144,75,52.1,42
重要窃盗犯,すり,,2008年,札幌方面,,119,62,52.1,33
重要窃盗犯,すり,,2008年,函館方面,,7,3,42.9,3
重要窃盗犯,すり,,2008年,旭川方面,,12,6,50,2
重要窃盗犯,すり,,2008年,釧路方面,,6,4,66.7,4
重要窃盗犯,すり,,2008年,北見方面,,0,0,0,0
重要窃盗犯,すり,,2008年,東北管区,,183,41,22.4,23
重要窃盗犯,すり,,2008年,青森県,,34,2,5.9,2
重要窃盗犯,すり,,2008年,岩手県,,13,3,23.1,3
重要窃盗犯,すり,,2008年,宮城県,,102,32,31.4,12
重要窃盗犯,すり,,2008年,秋田県,,14,2,14.3,4
重要窃盗犯,すり,,2008年,山形県,,7,2,28.6,1
重要窃盗犯,すり,,2008年,福島県,,13,0,0,1
重要窃盗犯,すり,,2008年,東京都,,"3,723",438,11.8,253
重要窃盗犯,すり,,2008年,関東管区,,"1,152",411,35.7,142
重要窃盗犯,すり,,2008年,茨城県,,86,10,11.6,2
重要窃盗犯,すり,,2008年,栃木県,,59,12,20.3,4
重要窃盗犯,すり,,2008年,群馬県,,27,5,18.5,0
重要窃盗犯,すり,,2008年,埼玉県,,287,125,43.6,49
重要窃盗犯,すり,,2008年,千葉県,,320,116,36.3,30
重要窃盗犯,すり,,2008年,神奈川県,,192,93,48.4,37
重要窃盗犯,すり,,2008年,新潟県,,53,24,45.3,8
重要窃盗犯,すり,,2008年,山梨県,,6,0,0,0
重要窃盗犯,すり,,2008年,長野県,,47,6,12.8,1
重要窃盗犯,すり,,2008年,静岡県,,75,20,26.7,11
重要窃盗犯,すり,,2008年,中部管区,,585,98,16.8,34
重要窃盗犯,すり,,2008年,富山県,,26,3,11.5,2
重要窃盗犯,すり,,2008年,石川県,,37,6,16.2,7
重要窃盗犯,すり,,2008年,福井県,,17,10,58.8,6
重要窃盗犯,すり,,2008年,岐阜県,,118,38,32.2,4
重要窃盗犯,すり,,2008年,愛知県,,333,41,12.3,15
重要窃盗犯,すり,,2008年,三重県,,54,0,0,0
重要窃盗犯,すり,,2008年,近畿管区,,"1,874",368,19.6,256
重要窃盗犯,すり,,2008年,滋賀県,,23,6,26.1,6
重要窃盗犯,すり,,2008年,京都府,,184,56,30.4,21
重要窃盗犯,すり,,2008年,大阪府,,"1,339",188,14,158
重要窃盗犯,すり,,2008年,兵庫県,,247,70,28.3,39
重要窃盗犯,すり,,2008年,奈良県,,35,12,34.3,11
重要窃盗犯,すり,,2008年,和歌山県,,46,36,78.3,21
重要窃盗犯,すり,,2008年,中国管区,,148,55,37.2,30
重要窃盗犯,すり,,2008年,鳥取県,,3,3,100,3
重要窃盗犯,すり,,2008年,島根県,,2,0,0,1
重要窃盗犯,すり,,2008年,岡山県,,39,5,12.8,4
重要窃盗犯,すり,,2008年,広島県,,94,42,44.7,16
重要窃盗犯,すり,,2008年,山口県,,10,5,50,6
重要窃盗犯,すり,,2008年,四国管区,,153,36,23.5,23
重要窃盗犯,すり,,2008年,徳島県,,25,10,40,3
重要窃盗犯,すり,,2008年,香川県,,22,1,4.5,0
重要窃盗犯,すり,,2008年,愛媛県,,71,25,35.2,20
重要窃盗犯,すり,,2008年,高知県,,35,0,0,0
重要窃盗犯,すり,,2008年,九州管区,,465,240,51.6,94
重要窃盗犯,すり,,2008年,福岡県,,313,163,52.1,43
重要窃盗犯,すり,,2008年,佐賀県,,6,1,16.7,0
重要窃盗犯,すり,,2008年,長崎県,,44,18,40.9,4
重要窃盗犯,すり,,2008年,熊本県,,31,8,25.8,4
重要窃盗犯,すり,,2008年,大分県,,16,15,93.8,4
重要窃盗犯,すり,,2008年,宮崎県,,12,4,33.3,4
